# Canada-France-Hawaii Telescope / MegaPrime/MegaCam
# MegaCam 3rd generation g filter (installed in 2015)
# The filter response includes the full telescope (mirror+optics+CCD) response and also 1.25 airmasses of atmospheric attenuation
# 
# Downloaded from https://svo2.cab.inta-csic.es/theory/fps/index.php?id=CFHT/MegaCam.g&&mode=browse&gname=CFHT&gname2=MegaCam on 07/24/2025
# 
# WAVELENGTH [A] | TRANSMISSION
3.800599999999999909e+03 0.000000000000000000e+00
3.801400000000000091e+03 1.483636800000000039e-03
3.822300000000000182e+03 1.517438799999999916e-03
3.843199999999999818e+03 1.551276299999999973e-03
3.864800000000000182e+03 1.585322699999999925e-03
3.885599999999999909e+03 1.213205699999999991e-03
3.907199999999999818e+03 1.649217599999999902e-03
3.927900000000000091e+03 2.515424699999999850e-03
3.949400000000000091e+03 8.524317300000000541e-03
3.970000000000000000e+03 1.012552000000000035e-01
3.990599999999999909e+03 3.667922000000000127e-01
4.011900000000000091e+03 3.492782999999999860e-01
4.032400000000000091e+03 3.885009999999999852e-01
4.053699999999999818e+03 4.295155999999999974e-01
4.074000000000000000e+03 4.245520999999999878e-01
4.095199999999999818e+03 4.247231000000000201e-01
4.115399999999999636e+03 4.423374999999999946e-01
4.135699999999999818e+03 4.380106999999999751e-01
4.156600000000000364e+03 4.416791999999999940e-01
4.176699999999999818e+03 4.376466999999999996e-01
4.197600000000000364e+03 4.518486999999999920e-01
4.217500000000000000e+03 4.528726000000000140e-01
4.238199999999999818e+03 4.604064999999999963e-01
4.258000000000000000e+03 4.586613999999999969e-01
4.277800000000000182e+03 4.597296000000000160e-01
4.298300000000000182e+03 4.694748000000000254e-01
4.317899999999999636e+03 4.747036000000000033e-01
4.338199999999999818e+03 4.755940000000000167e-01
4.357600000000000364e+03 4.767152000000000056e-01
4.377800000000000182e+03 4.769552000000000236e-01
4.397100000000000364e+03 4.902569999999999983e-01
4.416699999999999818e+03 4.800086000000000075e-01
4.437300000000000182e+03 4.599113000000000229e-01
4.457100000000000364e+03 4.837794000000000261e-01
4.477699999999999818e+03 4.930345999999999895e-01
4.497399999999999636e+03 4.874800000000000244e-01
4.517899999999999636e+03 5.025315999999999672e-01
4.537500000000000000e+03 5.043492000000000530e-01
4.557100000000000364e+03 5.188930999999999960e-01
4.577500000000000000e+03 5.227562999999999516e-01
4.597000000000000000e+03 5.236756999999999662e-01
4.617300000000000182e+03 5.259422000000000263e-01
4.636699999999999818e+03 5.117871000000000503e-01
4.656899999999999636e+03 5.220268999999999604e-01
4.676199999999999818e+03 5.363873999999999587e-01
4.695500000000000000e+03 5.377724999999999866e-01
4.715399999999999636e+03 5.364476999999999718e-01
4.734600000000000364e+03 5.421673999999999660e-01
4.754500000000000000e+03 5.373535000000000394e-01
4.773500000000000000e+03 5.411578999999999695e-01
4.793199999999999818e+03 5.371909999999999741e-01
4.812100000000000364e+03 5.374594999999999789e-01
4.831000000000000000e+03 5.190780999999999867e-01
4.850500000000000000e+03 5.275474999999999470e-01
4.869199999999999818e+03 5.485944000000000376e-01
4.888600000000000364e+03 5.408214000000000077e-01
4.907100000000000364e+03 5.509155000000000024e-01
4.926699999999999818e+03 5.387705999999999884e-01
4.945600000000000364e+03 5.464668999999999777e-01
4.964500000000000000e+03 5.583622000000000307e-01
4.984000000000000000e+03 5.539275000000000171e-01
5.002800000000000182e+03 5.433367000000000058e-01
5.022300000000000182e+03 5.471403999999999712e-01
5.041100000000000364e+03 5.494527000000000161e-01
5.060399999999999636e+03 5.502078000000000246e-01
5.079000000000000000e+03 5.523932999999999760e-01
5.097600000000000364e+03 5.484470000000000178e-01
5.116899999999999636e+03 5.454181999999999642e-01
5.135300000000000182e+03 5.433780000000000276e-01
5.154399999999999636e+03 5.527022999999999797e-01
5.172800000000000182e+03 5.533536999999999484e-01
5.191800000000000182e+03 5.509024999999999617e-01
5.210000000000000000e+03 5.540028999999999648e-01
5.228100000000000364e+03 5.496655999999999764e-01
5.246899999999999636e+03 5.399777999999999523e-01
5.264899999999999636e+03 5.356893000000000349e-01
5.283600000000000364e+03 5.403803000000000356e-01
5.301500000000000000e+03 5.356779000000000401e-01
5.320000000000000000e+03 5.302719000000000182e-01
5.337699999999999818e+03 5.416870999999999770e-01
5.355300000000000182e+03 5.364278999999999575e-01
5.373600000000000364e+03 5.316246000000000027e-01
5.391100000000000364e+03 5.354951000000000016e-01
5.409199999999999818e+03 5.325849999999999751e-01
5.426600000000000364e+03 5.282550000000000301e-01
5.444500000000000000e+03 5.333925999999999945e-01
5.461600000000000364e+03 5.291966999999999643e-01
5.478699999999999818e+03 5.265746000000000038e-01
5.496399999999999636e+03 5.062006000000000006e-01
5.513300000000000182e+03 3.849139999999999784e-01
5.530100000000000364e+03 1.651353999999999878e-01
5.547500000000000000e+03 3.894879300000000238e-02
5.564699999999999818e+03 7.646883800000000425e-03
5.581199999999999818e+03 2.175093199999999973e-03
5.597699999999999818e+03 1.083187100000000029e-03
5.614600000000000364e+03 5.403498099999999886e-04
5.630800000000000182e+03 5.392219799999999801e-04
5.647600000000000364e+03 5.380775000000000401e-04
5.648199999999999818e+03 0.000000000000000000e+00
