# The Sloan Digital Sky Survey / SDSS filtersid:SLOAN/SDSS.a
# SDSS g full transmission
# Transmission components: Filter + Instrument + Atmosphereid:SLOAN/SDSS.g
# Reference for filter response: SDSS DR7
# 
# Downloaded from https://svo2.cab.inta-csic.es/theory/fps/index.php?id=SLOAN/SDSS.g&&mode=browse&gname=SLOAN&gname2=SDSS on 07/24/2025
# 
# WAVELENGTH [A] | TRANSMISSION
3.655000000000000000e+03 2.999999999999999737e-04
3.680000000000000000e+03 8.000000000000000383e-04
3.705000000000000000e+03 1.299999999999999940e-03
3.730000000000000000e+03 1.899999999999999996e-03
3.755000000000000000e+03 2.399999999999999790e-03
3.780000000000000000e+03 3.399999999999999811e-03
3.805000000000000000e+03 5.499999999999999681e-03
3.830000000000000000e+03 1.030000000000000013e-02
3.855000000000000000e+03 1.940000000000000058e-02
3.880000000000000000e+03 3.259999999999999704e-02
3.905000000000000000e+03 4.920000000000000068e-02
3.930000000000000000e+03 6.859999999999999432e-02
3.955000000000000000e+03 8.999999999999999667e-02
3.980000000000000000e+03 1.122999999999999970e-01
4.005000000000000000e+03 1.342000000000000137e-01
4.030000000000000000e+03 1.544999999999999984e-01
4.055000000000000000e+03 1.721999999999999920e-01
4.080000000000000000e+03 1.872999999999999943e-01
4.105000000000000000e+03 2.003000000000000058e-01
4.130000000000000000e+03 2.116000000000000103e-01
4.155000000000000000e+03 2.214000000000000135e-01
4.180000000000000000e+03 2.300999999999999990e-01
4.205000000000000000e+03 2.378000000000000114e-01
4.230000000000000000e+03 2.447999999999999898e-01
4.255000000000000000e+03 2.513000000000000234e-01
4.280000000000000000e+03 2.574000000000000177e-01
4.305000000000000000e+03 2.632999999999999785e-01
4.330000000000000000e+03 2.691000000000000059e-01
4.355000000000000000e+03 2.746999999999999997e-01
4.380000000000000000e+03 2.801000000000000156e-01
4.405000000000000000e+03 2.852000000000000091e-01
4.430000000000000000e+03 2.898999999999999910e-01
4.455000000000000000e+03 2.939999999999999836e-01
4.480000000000000000e+03 2.978999999999999981e-01
4.505000000000000000e+03 3.015999999999999792e-01
4.530000000000000000e+03 3.054999999999999938e-01
4.555000000000000000e+03 3.096999999999999753e-01
4.580000000000000000e+03 3.140999999999999903e-01
4.605000000000000000e+03 3.184000000000000163e-01
4.630000000000000000e+03 3.224000000000000199e-01
4.655000000000000000e+03 3.256999999999999895e-01
4.680000000000000000e+03 3.284000000000000252e-01
4.705000000000000000e+03 3.306999999999999940e-01
4.730000000000000000e+03 3.326999999999999957e-01
4.755000000000000000e+03 3.346000000000000085e-01
4.780000000000000000e+03 3.363999999999999768e-01
4.805000000000000000e+03 3.382999999999999896e-01
4.830000000000000000e+03 3.402999999999999914e-01
4.855000000000000000e+03 3.425000000000000266e-01
4.880000000000000000e+03 3.447999999999999954e-01
4.905000000000000000e+03 3.472000000000000086e-01
4.930000000000000000e+03 3.494999999999999774e-01
4.955000000000000000e+03 3.518999999999999906e-01
4.980000000000000000e+03 3.541000000000000258e-01
5.005000000000000000e+03 3.562000000000000166e-01
5.030000000000000000e+03 3.580999999999999739e-01
5.055000000000000000e+03 3.597000000000000197e-01
5.080000000000000000e+03 3.608999999999999986e-01
5.105000000000000000e+03 3.613000000000000100e-01
5.130000000000000000e+03 3.608999999999999986e-01
5.155000000000000000e+03 3.594999999999999862e-01
5.180000000000000000e+03 3.580999999999999739e-01
5.205000000000000000e+03 3.558000000000000052e-01
5.230000000000000000e+03 3.452000000000000068e-01
5.255000000000000000e+03 3.194000000000000172e-01
5.280000000000000000e+03 2.807000000000000051e-01
5.305000000000000000e+03 2.338999999999999968e-01
5.330000000000000000e+03 1.839000000000000079e-01
5.355000000000000000e+03 1.351999999999999869e-01
5.380000000000000000e+03 9.110000000000000042e-02
5.405000000000000000e+03 5.480000000000000149e-02
5.430000000000000000e+03 2.949999999999999845e-02
5.455000000000000000e+03 1.660000000000000017e-02
5.480000000000000000e+03 1.119999999999999989e-02
5.505000000000000000e+03 7.700000000000000247e-03
5.530000000000000000e+03 5.000000000000000104e-03
5.555000000000000000e+03 3.200000000000000153e-03
5.580000000000000000e+03 2.099999999999999870e-03
5.605000000000000000e+03 1.500000000000000031e-03
5.630000000000000000e+03 1.199999999999999895e-03
5.655000000000000000e+03 1.000000000000000021e-03
5.680000000000000000e+03 8.999999999999999754e-04
5.705000000000000000e+03 8.000000000000000383e-04
5.730000000000000000e+03 5.999999999999999474e-04
5.755000000000000000e+03 5.000000000000000104e-04
5.780000000000000000e+03 2.999999999999999737e-04
5.805000000000000000e+03 1.000000000000000048e-04
5.830000000000000000e+03 0.000000000000000000e+00
